reaction_id,reaction_index_CUSTOM,reaction_type,inputs_metal_and_ligand_SMILES,inputs_aryl_halide_SMILES,inputs_amine_SMILES,inputs_solvent_SMILES,inputs_base_SMILES,temperature_Celsius,yield_percent
ord-510b0baa7b224981b3b225d23a7638a9,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,2.03
ord-391c25253e9c425daf937994b17c5e00,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,0.0
ord-dcd3527dbc714c7aaf6fa8ad6b4d397d,,Nano C-N,,CC1(C(=C(C(=O)O1)Oc2ccc(cn2)Br)c3ccc(cc3)S(=O)(=O)C)C;CS(C)=O,,,,55.0,26.12
ord-ec940f9dd30844419ba2d6d007b04611,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,0.0
ord-46bdd6b4630442a28d7efc0e6deda839,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,0.0
ord-2759ef93956042758310dbfd51a4dd89,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,30.88
ord-acf24322dc364d54a19b3a6cd0697762,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,18.9
ord-e0f842ca8efb4162b0c757fdacdd72f0,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,6.4
ord-0f6148fbd2d846f3be8b93580d743ee9,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,0.0
ord-3330a8d9d25348dd8b8d50362b13e3cd,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,28.93
ord-50570f22abe74c3ca9afd27ce7b80936,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,0.0
ord-293fe0efd47b430897489a28d4351813,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,0.0
ord-3d2fecbe5c0b41bd8fba9473850e0e62,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,0.0
ord-330fa85cd3514793b2571233b0769152,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,0.0
ord-4199ae73df7347ef8b0ffe8dbd8cae55,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,0.0
ord-55832fd36d0142e9a3e222dbf1fb2261,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,0.0
ord-101062271f1c4137aae2a858776c789c,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,10.99
ord-f0f658377a1a4d25bd110d2a84aec027,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,1.32
ord-2b7ee4df496642c096ccb8c1343a2ea3,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,0.0
ord-e1838af5c6c143a7aca3882dafe1bc44,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,0.0
ord-3bf395b7fab14342adfd198cc4d7e31b,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,0.0
ord-d05041b16e4d4bfea8d37aad557690fc,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,0.0
ord-f8332599311a4b01bb09aa08082c043c,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,0.0
ord-a002f56d4ef94fc0ad119eb5799d984f,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,0.0
ord-af7c6c4e11174f14bfeac2f43b6bb058,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,0.0
ord-a64435424bef46fc9ec48224f286293f,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,2.8
ord-809d13b8b228406aaffc50cb11fc04fd,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,0.0
ord-69f2abeea13946c6995543e711bfddf6,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,0.0
ord-fbc8e229d52547c7b1437925eba550c8,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-5e668cceceda4171988fbf1da7d1c1da,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-433c48ae4fca495c927c4938d70c04a0,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-b924d89f80f34cb1b4ef286477f6f7ea,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-0f7882e2b8c34bd5b00c8e367b6db6fa,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-666bf7c1254c48619abf6e4f272abd45,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-e7e64ad463524cf28df145b3ea709ffd,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-c69261fad11d450fab8408281729f118,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-68f99896c6f24aae99f6d111ba1f75ee,,Nano C-N,,COC(=O)[C@@H]1C[C@H](CN1C(=O)OCc2ccccc2)OC(=O)N3Cc4cccc(c4C3)Br;CS(C)=O,,,,55.0,60.67
ord-1137be2e5c2541489ec1de56e2594b7a,,Nano C-N,,COC(=O)[C@@H]1C[C@H](CN1C(=O)OCc2ccccc2)OC(=O)N3Cc4cccc(c4C3)Br;CS(C)=O,,,,55.0,41.64
ord-9e12310fe561444482e81443bb793cfc,,Nano C-N,,COC(=O)[C@@H]1C[C@H](CN1C(=O)OCc2ccccc2)OC(=O)N3Cc4cccc(c4C3)Br;CS(C)=O,,,,55.0,24.22
ord-cb97c558bca4485c8bba164d04751bb7,,Nano C-N,,COC(=O)[C@@H]1C[C@H](CN1C(=O)OCc2ccccc2)OC(=O)N3Cc4cccc(c4C3)Br;CS(C)=O,,,,55.0,9.07
ord-8a3527fc9df54d0a8cd20830ae940268,,Nano C-N,,COC(=O)[C@@H]1C[C@H](CN1C(=O)OCc2ccccc2)OC(=O)N3Cc4cccc(c4C3)Br;CS(C)=O,,,,55.0,0.0
ord-7fd07cf8d5d34cc49fa3e2bcf7b4b04b,,Nano C-N,,COC(=O)[C@@H]1C[C@H](CN1C(=O)OCc2ccccc2)OC(=O)N3Cc4cccc(c4C3)Br;CS(C)=O,,,,55.0,1.69
ord-250189f0a18c437a8a0d44e39c1a9a23,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-afdb99e541614756831998a72081aab1,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-940cb76879634e4ab6d0b9b0bf62f28d,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-7ecca359f9864bf9ad1145d6bfcebc48,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-7c648a9f19924834b2f307520656e253,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-d47661492acb41d2ad7b4d6d364c011a,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-c5cd31d9fd804aabac2e7f0fd32a3b5e,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-321a00b0fa7e4532b856bc3208e2a7af,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-b179d88c28504f4daaae5a11e7db5506,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-fd8f419b38994200aeb5351a5c08a008,,Nano C-N,,c1cc2c(c(c(nc2Br)C(=O)NCc3ccc(cc3)F)O)nc1;CS(C)=O,,,,55.0,0.0
ord-d0b76e705bd547d89e916e7afab0bc58,,Nano C-N,,c1cc2c(c(c(nc2Br)C(=O)NCc3ccc(cc3)F)O)nc1;CS(C)=O,,,,55.0,1.07
ord-14ce1e78557641f0b5deae1bf4e0da7a,,Nano C-N,,c1cc2c(c(c(nc2Br)C(=O)NCc3ccc(cc3)F)O)nc1;CS(C)=O,,,,55.0,1.18
ord-17a22c43e0b54f0ea01cc73ad0a8fb14,,Nano C-N,,c1cc2c(c(c(nc2Br)C(=O)NCc3ccc(cc3)F)O)nc1;CS(C)=O,,,,55.0,1.12
ord-aa3388993bde47dea7ea2d6f030890d3,,Nano C-N,,c1cc2c(c(c(nc2Br)C(=O)NCc3ccc(cc3)F)O)nc1;CS(C)=O,,,,55.0,1.26
ord-28568e02af0a46e4bdfdc6ed15290bf9,,Nano C-N,,c1cc2c(c(c(nc2Br)C(=O)NCc3ccc(cc3)F)O)nc1;CS(C)=O,,,,55.0,1.24
ord-6e006848e17945eea2423c82ba91d923,,Nano C-N,,Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)N)Br)C)C#N;CS(C)=O,,,,55.0,0.0
ord-39ddaa69a27241a1af789a091e1d44f8,,Nano C-N,,Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)N)Br)C)C#N;CS(C)=O,,,,55.0,2.91
ord-31f0abfd4b424b4ab1073eb56b113e83,,Nano C-N,,Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)N)Br)C)C#N;CS(C)=O,,,,55.0,0.0
ord-874818e90b5446e39c115bcf6fac4a2b,,Nano C-N,,Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)N)Br)C)C#N;CS(C)=O,,,,55.0,0.0
ord-00a77a2d0dec46b58fd7586684612c24,,Nano C-N,,Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)N)Br)C)C#N;CS(C)=O,,,,55.0,0.0
ord-6eed3142e61f4c8eacda075839c9c7a8,,Nano C-N,,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO;CS(C)=O,,,,55.0,49.3
ord-161634e5490646cb82cad8f0111636ba,,Nano C-N,,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO;CS(C)=O,,,,55.0,4.21
ord-a7115005d4c14b5f851a652a5bfd8ad4,,Nano C-N,,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO;CS(C)=O,,,,55.0,0.0
ord-25763f1937c64307bcbfdf160eceaedb,,Nano C-N,,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO;CS(C)=O,,,,55.0,0.0
ord-66a356821d254508b7b50a3336ec2213,,Nano C-N,,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO;CS(C)=O,,,,55.0,0.0
ord-52e216090d664fdaa9b7616aea5c1de3,,Nano C-N,,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br;CS(C)=O,,,,55.0,26.43
ord-78871f06054c4182a467eae8c5c3e56b,,Nano C-N,,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br;CS(C)=O,,,,55.0,17.55
ord-fd59f97f42d34926aa391c91d3517496,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,76.51
ord-e58b7383b9dd4e1eb7798a194ba0da20,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,72.53
ord-4946500809f54296a46d3f72f7c384fb,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,16.67
ord-6007a6873743468db7b4fa99619188ec,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,7.8
ord-15851875fb6e4ff8b246805b109908f6,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,8.64
ord-e3767a3feffc4a14991beacac4e793b1,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,0.0
ord-d315209ee123433aa475bcd8baa31c1b,,Nano C-N,,CCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4S(=O)(=O)NC(C)(C)C)I;CS(C)=O,,,,55.0,55.13
ord-6bbbb050715243d683c14eb50cc4a3ff,,Nano C-N,,CCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4S(=O)(=O)NC(C)(C)C)I;CS(C)=O,,,,55.0,53.18
ord-5f9f7e2cc06245d18848dbacda01904c,,Nano C-N,,CCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4S(=O)(=O)NC(C)(C)C)I;CS(C)=O,,,,55.0,65.11
ord-ab43b9c33a264122b2a9079fef338c38,,Nano C-N,,CCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4S(=O)(=O)NC(C)(C)C)I;CS(C)=O,,,,55.0,62.05
ord-d607906921df4055828d5e80e9e1b574,,Nano C-N,,CCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4S(=O)(=O)NC(C)(C)C)I;CS(C)=O,,,,55.0,67.83
ord-1196b7ecec124ed1b7de9b59f5c674af,,Nano C-N,,CCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4S(=O)(=O)NC(C)(C)C)I;CS(C)=O,,,,55.0,40.93
ord-95784de9670840d7be00ea4754306942,,Nano C-N,,CCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4S(=O)(=O)NC(C)(C)C)I;CS(C)=O,,,,55.0,66.57
ord-b8dbe4c7a8734a0ab6ca7c51b6ac054c,,Nano C-N,,CCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4S(=O)(=O)NC(C)(C)C)I;CS(C)=O,,,,55.0,62.57
ord-699180b6e33e4ee7a82278fb53afa918,,Nano C-N,,CCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4S(=O)(=O)NC(C)(C)C)I;CS(C)=O,,,,55.0,41.62
ord-d4ec793623d64a57b772e68a6905e8dd,,Nano C-N,,CCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4S(=O)(=O)NC(C)(C)C)I;CS(C)=O,,,,55.0,15.83
ord-8233c812e3b6440ebcb856c9b3a6670f,,Nano C-N,,CCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4S(=O)(=O)NC(C)(C)C)I;CS(C)=O,,,,55.0,48.97
ord-58cb1626dcad43c2b6f4e0332ba503be,,Nano C-N,,Cc1cc2c(cc1Cl)C3(CCN(CC3)C(=O)OC(C)(C)C)C[C@H]2C(C)(C)NC(=O)C;CS(C)=O,,,,55.0,0.0
ord-05fca3cc1c5e4d418679a203e78bdd81,,Nano C-N,,Cc1cc2c(cc1Cl)C3(CCN(CC3)C(=O)OC(C)(C)C)C[C@H]2C(C)(C)NC(=O)C;CS(C)=O,,,,55.0,0.17
ord-ab1e04b3a1fc42cdb6034b85b835bb56,,Nano C-N,,Cc1cc2c(cc1Cl)C3(CCN(CC3)C(=O)OC(C)(C)C)C[C@H]2C(C)(C)NC(=O)C;CS(C)=O,,,,55.0,0.0
ord-3d7c7efc0a96445498da51c6f48dd854,,Nano C-N,,Cc1cc2c(cc1Cl)C3(CCN(CC3)C(=O)OC(C)(C)C)C[C@H]2C(C)(C)NC(=O)C;CS(C)=O,,,,55.0,0.0
ord-5f791bd76c644dd3824e234e5c89e2ba,,Nano C-N,,Cc1cc2c(cc1Cl)C3(CCN(CC3)C(=O)OC(C)(C)C)C[C@H]2C(C)(C)NC(=O)C;CS(C)=O,,,,55.0,0.0
ord-3f7b21fb4cf04ca5be1e45cff0377b2b,,Nano C-N,,Cc1cc2c(cc1Cl)C3(CCN(CC3)C(=O)OC(C)(C)C)C[C@H]2C(C)(C)NC(=O)C;CS(C)=O,,,,55.0,0.0
ord-c4629b60ea704a32a48361466a1c9e1f,,Nano C-N,,Cc1cc2c(cc1Cl)C3(CCN(CC3)C(=O)OC(C)(C)C)C[C@H]2C(C)(C)NC(=O)C;CS(C)=O,,,,55.0,0.0
ord-9558d8a82e0f46bb9ef0a84fc91bb44f,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,4.58
ord-036991e2b9ac4f2e9d2e6ee95c8033ca,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,2.35
ord-0eb136f91fdd4df2b3c02c3a9fcb5081,,Nano C-N,,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br;CS(C)=O,,,,55.0,0.0
ord-876003a38534460ab6de7a29966dcc69,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,0.0
ord-b09838d215684ddf9e5d7da354f08e7c,,Nano C-N,,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br;CS(C)=O,,,,55.0,0.0
ord-94c8b207084b4e04a850c205cdf44054,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,0.0
ord-4282b3ee06f6483ba6cc16c2cbeacb43,,Nano C-N,,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br;CS(C)=O,,,,55.0,0.0
ord-d142eb7b818b48c58ee68c62f38a32da,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,0.0
ord-efcac35dc9c34cb783d75c267a5af476,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,13.18
ord-7e2a45ef67d244a691e17402238a1f0c,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,3.9
ord-81cbe69549d94f96b2b389a94955f7e2,,Nano C-N,,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br;CS(C)=O,,,,55.0,0.0
ord-07d4b81dad484e57a1b42fb75454ff09,,Nano C-N,,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br;CS(C)=O,,,,55.0,0.0
ord-6de383184e4e40d4bb42763c407cabf9,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,0.0
ord-313d51768b5b4567b226a61262c7e4c7,,Nano C-N,,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br;CS(C)=O,,,,55.0,0.0
ord-a4db99922fed478a841eba57ca9067a8,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,0.0
ord-667b82cb256a479da1b3d9579bc7c612,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,0.0
ord-88fbb089695a46aa99b5759672bc5f9e,,Nano C-N,,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br;CS(C)=O,,,,55.0,0.0
ord-9df514f2e8c64c40882c0d110501e825,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,0.0
ord-a3436f61d3cc4872a11d6351081ef975,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,100.0
ord-ebfdd107e3d545ddac0329536ed6e391,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,0.0
ord-577d2942b25941b39dde3b1f2e190af9,,Nano C-N,,CC(C)(C)Sc1c2cc(ccc2n(c1CC(C)(C)C(=O)OC)Cc3ccc(cc3)Cl)OCc4ccc5ccccc5n4;CS(C)=O,,,,55.0,0.0
ord-bfa92f2dc6724ec48e215fa672c5f6d5,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,3.49
ord-01e5709850334e3b81eac24782f66a35,,Nano C-N,,CC(C)(C)Sc1c2cc(ccc2n(c1CC(C)(C)C(=O)OC)Cc3ccc(cc3)Cl)OCc4ccc5ccccc5n4;CS(C)=O,,,,55.0,0.0
ord-877cec5e1507488ebcc55b835bb61ec1,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,1.22
ord-b0083b2e017248d3b6dfd6020a9cc39e,,Nano C-N,,CC(C)(C)Sc1c2cc(ccc2n(c1CC(C)(C)C(=O)OC)Cc3ccc(cc3)Cl)OCc4ccc5ccccc5n4;CS(C)=O,,,,55.0,0.0
ord-a8a76ca209944e3bb632a023d4995c10,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,50.41
ord-8760d23d3ef54163aaaa05cb82702dd1,,Nano C-N,,CC(C)(C)Sc1c2cc(ccc2n(c1CC(C)(C)C(=O)OC)Cc3ccc(cc3)Cl)OCc4ccc5ccccc5n4;CS(C)=O,,,,55.0,0.78
ord-511d2ec68ae04c7080f0926d1fca64b6,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,0.0
ord-ca257e7428db496ea9d77a87e5c87a85,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,41.73
ord-b92a5bf1b8d34c2faf3041fe910cf116,,Nano C-N,,CC(C)(C)Sc1c2cc(ccc2n(c1CC(C)(C)C(=O)OC)Cc3ccc(cc3)Cl)OCc4ccc5ccccc5n4;CS(C)=O,,,,55.0,0.0
ord-326b21dfbe44434aa290e77922a1e56d,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,76.4
ord-9d1de7be0d854a7fbe57745eac4158bf,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,99.33
ord-3777b7e6284c4a648f003f9039db3868,,Nano C-N,,CC(C)(C)Sc1c2cc(ccc2n(c1CC(C)(C)C(=O)OC)Cc3ccc(cc3)Cl)OCc4ccc5ccccc5n4;CS(C)=O,,,,55.0,0.0
ord-ca3b6f6cd94f48b79be9ecdac7585b7a,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,1.64
ord-61c266942ca64b82a15077975f71e8ac,,Nano C-N,,CC(C)(C)Sc1c2cc(ccc2n(c1CC(C)(C)C(=O)OC)Cc3ccc(cc3)Cl)OCc4ccc5ccccc5n4;CS(C)=O,,,,55.0,0.0
ord-dfa9f112ab194fba9a4ae2d55f157bc7,,Nano C-N,,CC1(C(=C(C(=O)O1)Oc2ccc(cn2)Br)c3ccc(cc3)S(=O)(=O)C)C;CS(C)=O,,,,55.0,30.53
