reaction_id,reaction_index_CUSTOM,reaction_type,inputs_metal_and_ligand_SMILES,inputs_aryl_halide_SMILES,inputs_amine_SMILES,inputs_solvent_SMILES,inputs_base_SMILES,temperature_Celsius,yield_percent
ord-adf7daf641b446b1a88d51dba81e0b42,,Nano C-N,,CC1(C(=C(C(=O)O1)Oc2ccc(cn2)Br)c3ccc(cc3)S(=O)(=O)C)C;CS(C)=O,,,,55.0,17.16
ord-4c72a0b288be499490fc30421d274ac3,,Nano C-N,,CC1(C(=C(C(=O)O1)Oc2ccc(cn2)Br)c3ccc(cc3)S(=O)(=O)C)C;CS(C)=O,,,,55.0,7.37
ord-aefc772b93d44f21a3bd8826945880ab,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,45.97
ord-05737ce8bc874f08a19c2a7e2dfbad1d,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,49.32
ord-c4c6b16ed2574179bb4b7d264927410c,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,26.86
ord-1964d3983ce747f4a2cb570eeecc320a,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,9.88
ord-a88040d26bf44bc189d56d62c452db85,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,0.93
ord-6b936389076f45ab963fa9ca914e9c02,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,0.0
ord-7dbd803629d14feab67ea073bec45b32,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,24.96
ord-25246e2221bc40dbaa809134e5471157,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,0.0
ord-b28960619dc04aba8e5f622580c62fad,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,0.0
ord-98f51f22bfdc4576b854a9bf4e3b5f06,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,0.0
ord-1e9d055bc74e432780fab92cd6e83299,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,0.0
ord-d7e107640c7146b7942f25b73995d5ae,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,0.0
ord-29549523903e400a9fd0b58ac8bc01bd,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-8c9ceb1960e14f50b1fa2a659c080927,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-d8dc644d96a64199aba039b502a436c2,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-e3f2f38b632a4f2babde416fd27c12f8,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-a5f70b63df9a4e16859af626b3f44388,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-f9393751dcdf437396097ed183bf319c,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-4e130a7178ec4652b24f57046e427e9f,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-a83615e8b4e940dc8f3c1f0c4ee84ead,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-07ee795ec2b04b29a578bc4d4e94c847,,Nano C-N,,COC(=O)[C@@H]1C[C@H](CN1C(=O)OCc2ccccc2)OC(=O)N3Cc4cccc(c4C3)Br;CS(C)=O,,,,55.0,35.17
ord-c3257a4e6e1d48cc9c3a09b82d2b29df,,Nano C-N,,COC(=O)[C@@H]1C[C@H](CN1C(=O)OCc2ccccc2)OC(=O)N3Cc4cccc(c4C3)Br;CS(C)=O,,,,55.0,0.0
ord-b750e1ac92fb4a76b2e0f4421bf3cb90,,Nano C-N,,COC(=O)[C@@H]1C[C@H](CN1C(=O)OCc2ccccc2)OC(=O)N3Cc4cccc(c4C3)Br;CS(C)=O,,,,55.0,53.67
ord-2c05733725f94cfc926cb5ababd5c641,,Nano C-N,,COC(=O)[C@@H]1C[C@H](CN1C(=O)OCc2ccccc2)OC(=O)N3Cc4cccc(c4C3)Br;CS(C)=O,,,,55.0,0.0
ord-b78ebc9af00146538bb4c0022e4862ad,,Nano C-N,,COC(=O)[C@@H]1C[C@H](CN1C(=O)OCc2ccccc2)OC(=O)N3Cc4cccc(c4C3)Br;CS(C)=O,,,,55.0,0.0
ord-52efeebf5a1c412ca8a8fe62685ec138,,Nano C-N,,COC(=O)[C@@H]1C[C@H](CN1C(=O)OCc2ccccc2)OC(=O)N3Cc4cccc(c4C3)Br;CS(C)=O,,,,55.0,2.67
ord-ba21eca571e0409490aa9939ab36b39e,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-e6597254d6bc467f95c61f435586b3c8,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-dfbf722f818d4b70bc7c94d9fea6e77f,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-59e8fe05ffd54253acd2748a1bea2f20,,Nano C-N,,c1cc(c(cc1F)OC2CCN(CC2)c3cc(on3)c4nnn(n4)CC(=O)O)Br;CS(C)=O,,,,55.0,0.0
ord-5f508124e601466bacdf9d3ea8579948,,Nano C-N,,c1cc2c(c(c(nc2Br)C(=O)NCc3ccc(cc3)F)O)nc1;CS(C)=O,,,,55.0,2.07
ord-c25a6558e0aa4abc80e6145c297e4892,,Nano C-N,,c1cc2c(c(c(nc2Br)C(=O)NCc3ccc(cc3)F)O)nc1;CS(C)=O,,,,55.0,2.96
ord-749747eaa223436d8e099366cc25586e,,Nano C-N,,c1cc2c(c(c(nc2Br)C(=O)NCc3ccc(cc3)F)O)nc1;CS(C)=O,,,,55.0,2.92
ord-6995bf359f2c4484aec5e814339c40fc,,Nano C-N,,c1cc2c(c(c(nc2Br)C(=O)NCc3ccc(cc3)F)O)nc1;CS(C)=O,,,,55.0,2.9
ord-21698a8449604f4c877cbec99a8aee30,,Nano C-N,,c1cc2c(c(c(nc2Br)C(=O)NCc3ccc(cc3)F)O)nc1;CS(C)=O,,,,55.0,2.05
ord-dbb30aac26104442b1767111625864be,,Nano C-N,,c1cc2c(c(c(nc2Br)C(=O)NCc3ccc(cc3)F)O)nc1;CS(C)=O,,,,55.0,2.82
ord-e799d38e09694b0dbf228f6fd918ebd7,,Nano C-N,,c1cc2c(c(c(nc2Br)C(=O)NCc3ccc(cc3)F)O)nc1;CS(C)=O,,,,55.0,0.0
ord-bc8c3f28d1bc41a4a2c252a3a10a014a,,Nano C-N,,Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)N)Br)C)C#N;CS(C)=O,,,,55.0,0.0
ord-262496cd5751483890e26435aa811b09,,Nano C-N,,Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)N)Br)C)C#N;CS(C)=O,,,,55.0,10.93
ord-25d16357bbe54635a70feacdc16e9f2e,,Nano C-N,,Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)N)Br)C)C#N;CS(C)=O,,,,55.0,0.0
ord-17411c3c698e490ba11f2b680e147f8d,,Nano C-N,,Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)N)Br)C)C#N;CS(C)=O,,,,55.0,2.02
ord-553a7dcaf66542ebb21b3a0114df259a,,Nano C-N,,Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)N)Br)C)C#N;CS(C)=O,,,,55.0,11.79
ord-0fd1432e65854040a4728d5db8c57a0c,,Nano C-N,,Cc1cc(cc(c1Oc2c(c(nc(n2)Nc3ccc(cc3)C#N)N)Br)C)C#N;CS(C)=O,,,,55.0,0.0
ord-3842d759fd124d21801c83e434d8a964,,Nano C-N,,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO;CS(C)=O,,,,55.0,51.29
ord-bf0ea55bfd374bd1ba15e59cee5b44bf,,Nano C-N,,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO;CS(C)=O,,,,55.0,0.0
ord-1e7801311fed4a50b766e8fdbb8a04c5,,Nano C-N,,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO;CS(C)=O,,,,55.0,0.0
ord-7f952c1ab1c44a589be3c32e3c758599,,Nano C-N,,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO;CS(C)=O,,,,55.0,5.03
ord-1c6ca7c5f23d4acbb500f83b998598df,,Nano C-N,,CCn1c(=O)c2c(nc(n2Cc3ccc(c(c3)Br)OC)N[C@@H]4CCC[C@H]4O)n(c1=O)CCO;CS(C)=O,,,,55.0,0.0
ord-123e40e312aa4e0aaddcad08ea63ac13,,Nano C-N,,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br;CS(C)=O,,,,55.0,84.74
ord-78c148df559640fe81a272f11c4433bb,,Nano C-N,,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br;CS(C)=O,,,,55.0,11.54
ord-1b0c2b559b4e4edf993917b02f612560,,Nano C-N,,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br;CS(C)=O,,,,55.0,1.97
ord-af600ef757a540f48792a857b00aea1c,,Nano C-N,,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br;CS(C)=O,,,,55.0,68.11
ord-9ff42001f5b54379ba3de2626717dc0d,,Nano C-N,,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br;CS(C)=O,,,,55.0,0.0
ord-f1d73be34c894a2ca405a56fbcc60038,,Nano C-N,,C[C@]1(CC(=O)N(/C(=N\C(=O)OC(C)(C)C)/N1)C)c2cc(cs2)Br;CS(C)=O,,,,55.0,0.0
ord-d85294f299cd484c98bcc5a4e1a2fca7,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,93.24
ord-076ffdd2aee64eb193bb116c442cf812,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,0.0
ord-3592f27dfadf42a1ac79e31d7e1a37b4,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,3.26
ord-c45262b98436430b81072b03c5eef950,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,3.3
ord-1c87f347e261467c8b126b2aa6fcd066,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,22.85
ord-2e0db5beaaad4d8dbec728910de62f08,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,65.05
ord-cb1fe6165cb0409f8ea2410e584e8eac,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,3.61
ord-3b60820c11244c18a900e464e4c15ece,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,100.0
ord-2c5ba6783af14dcd823ce7dd953b2d8e,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,96.05
ord-0163472509044d2680e1f57700aad8f3,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,9.91
ord-a50001bc516e4d498a0ecafa84d56d80,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,24.21
ord-7b20f75978a64b0983255c826953ce6e,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,31.88
ord-efacf9baabf0470baec386757bb24b83,,Nano C-N,,c1cc(c(cc1N2C[C@@H](OC2=O)Cn3ccnn3)F)I;CS(C)=O,,,,55.0,9.15
ord-5d208f75a8fb4a5d95ed6aeb39d4de0d,,Nano C-N,,CCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4S(=O)(=O)NC(C)(C)C)I;CS(C)=O,,,,55.0,49.15
ord-3352bd39bee440e7b81b954ae3d50b5d,,Nano C-N,,CCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4S(=O)(=O)NC(C)(C)C)I;CS(C)=O,,,,55.0,62.19
ord-f85f31f9110345ea8fe3cc3cfb61a2f5,,Nano C-N,,CCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4S(=O)(=O)NC(C)(C)C)I;CS(C)=O,,,,55.0,25.6
ord-40196433bfa741e7ba3b37e1c6d3a99c,,Nano C-N,,CCCc1nc2ccc(cc2c(=O)n1Cc3ccc(cc3)c4ccccc4S(=O)(=O)NC(C)(C)C)I;CS(C)=O,,,,55.0,16.29
ord-f867700dfdb348cd8a09a6f6c528593f,,Nano C-N,,Cc1cc2c(cc1Cl)C3(CCN(CC3)C(=O)OC(C)(C)C)C[C@H]2C(C)(C)NC(=O)C;CS(C)=O,,,,55.0,0.0
ord-79f55d4f02f24308adc69d8427f727a9,,Nano C-N,,Cc1cc2c(cc1Cl)C3(CCN(CC3)C(=O)OC(C)(C)C)C[C@H]2C(C)(C)NC(=O)C;CS(C)=O,,,,55.0,0.96
ord-f77e29e1ed784fcaa0688cdb084a2eb4,,Nano C-N,,Cc1cc2c(cc1Cl)C3(CCN(CC3)C(=O)OC(C)(C)C)C[C@H]2C(C)(C)NC(=O)C;CS(C)=O,,,,55.0,0.0
ord-b3face3ccf1642d0803a9482a7c28421,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,0.0
ord-29bdbfd7f7e54b8499f61457a64c4e42,,Nano C-N,,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br;CS(C)=O,,,,55.0,0.0
ord-8aa5d784a3c84a89a7edaffe08083d96,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,0.0
ord-70f404fb6aec4afda4df18a8b7a5431d,,Nano C-N,,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br;CS(C)=O,,,,55.0,0.0
ord-574395758a0243608f0b3fbd0f391f3a,,Nano C-N,,c1cc2c(cc1Cl)[C@@](OC(=O)N2)(C#CC3CC3)C(F)(F)F;CS(C)=O,,,,55.0,0.0
ord-11846282030f4a229757e2a2d4e54048,,Nano C-N,,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br;CS(C)=O,,,,55.0,0.0
ord-3ca0b1a65a6444f3a8ad7970e86fc31f,,Nano C-N,,COC(=O)CC1CCc2cc(cc3c2n1c(=O)c(=O)[nH]3)Br;CS(C)=O,,,,55.0,0.0
ord-2123dfc2f1004618bb8749576739a524,,Nano C-N,,CC(C)(C)Sc1c2cc(ccc2n(c1CC(C)(C)C(=O)OC)Cc3ccc(cc3)Cl)OCc4ccc5ccccc5n4;CS(C)=O,,,,55.0,0.0
ord-dc32f4dd1119445dbaf5685009cd73b9,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,65.98
ord-92605e739d0244228c978af7c5b3c6d6,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,0.0
ord-2e0cfa9e4db744b39318c6a3d5d98aa2,,Nano C-N,,CC(C)(C)Sc1c2cc(ccc2n(c1CC(C)(C)C(=O)OC)Cc3ccc(cc3)Cl)OCc4ccc5ccccc5n4;CS(C)=O,,,,55.0,0.0
ord-591f5bdcf77748e2a8930e994a59acf8,,Nano C-N,,CC(C)(C)Sc1c2cc(ccc2n(c1CC(C)(C)C(=O)OC)Cc3ccc(cc3)Cl)OCc4ccc5ccccc5n4;CS(C)=O,,,,55.0,0.0
ord-9bdd28cb967f4ff4bc3735e41124b6dd,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,0.0
ord-9740e0bd97c4421b867a3bf5be48357e,,Nano C-N,,CC(C)(C)Sc1c2cc(ccc2n(c1CC(C)(C)C(=O)OC)Cc3ccc(cc3)Cl)OCc4ccc5ccccc5n4;CS(C)=O,,,,55.0,0.0
ord-d3989f247b824a58af75155f1279e2ab,,Nano C-N,,CCOC(=O)c1c2n(cn1)-c3ccc(cc3C(=O)N(C2)C)Br;CS(C)=O,,,,55.0,2.56
ord-a3ed9f445df7460fafd769ee878b26a2,,Nano C-N,,CC1(C(=C(C(=O)O1)Oc2ccc(cn2)Br)c3ccc(cc3)S(=O)(=O)C)C;CS(C)=O,,,,55.0,29.67
ord-2766bf1d61d44073b7bb6ec10d01a13b,,Nano C-N,,CC1(C(=C(C(=O)O1)Oc2ccc(cn2)Br)c3ccc(cc3)S(=O)(=O)C)C;CS(C)=O,,,,55.0,34.12
ord-d265e90e46464d8ea6de91b07c652a0d,,Nano C-N,,CC1(C(=C(C(=O)O1)Oc2ccc(cn2)Br)c3ccc(cc3)S(=O)(=O)C)C;CS(C)=O,,,,55.0,18.99
ord-b16dace636c149a6ac6977ad8bf72ee4,,Nano C-N,,CC1(C(=C(C(=O)O1)Oc2ccc(cn2)Br)c3ccc(cc3)S(=O)(=O)C)C;CS(C)=O,,,,55.0,15.99
ord-863f8b1b09ab44ce892fabfea3395c57,,Nano C-N,,CC1(C(=C(C(=O)O1)Oc2ccc(cn2)Br)c3ccc(cc3)S(=O)(=O)C)C;CS(C)=O,,,,55.0,32.99
ord-976904108c9a4f30b2e13b4d2910db15,,Nano C-N,,CC1(C(=C(C(=O)O1)Oc2ccc(cn2)Br)c3ccc(cc3)S(=O)(=O)C)C;CS(C)=O,,,,55.0,30.56
ord-1645f8e2385245db9d32762720a2c9c8,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,0.0
ord-421165aa72eb42a8beeeeb50dccfe0b3,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,0.0
ord-6fda0df92fd1427cbbb528b50058c468,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,0.0
ord-f01a366904e941f9b8219d077056ace6,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,31.06
ord-e65fe8aaecc249ffac93639a17ec2692,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,31.13
ord-f16aec1c21464996ba63dc0915a8dfeb,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,12.75
ord-11eef66caec94436adc7a35d10c18558,,Nano C-N,,CC(C)(C)OC(=O)N1C[C@@H](C[C@H]1C(=O)OC)OC(=O)N2Cc3c(ccc(c3C2)Br)F;CS(C)=O,,,,55.0,0.0
ord-db93f03864ed4789ad1f290f59fee7f3,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,18.79
ord-6f45dd87c2f04e529ebae5ff0ee97b52,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,0.0
ord-49e65e083e6f413f92cc4daf711422a1,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,0.0
ord-5f9c01913e4e40608df12273bebebfb8,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,18.68
ord-242239be9619499f9670bdc4bc341d23,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,16.21
ord-5b5b2c23d96e4e4db87f99105f740056,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,23.03
ord-438b17b36e654606982a5d7a2f9b283c,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,0.0
ord-07a87ada52b04f81a5759463cd5c8c98,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,0.0
ord-12b6638b46d94a3b9eb9756e63508459,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,0.0
ord-906c098159aa455d8d658f7f5810220f,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,0.0
ord-75f4702e4f6b452aa41de6f2b11e1ab6,,Nano C-N,,c1ccc(cc1)COC(=O)N2CCC[C@@H]2C(=O)c3c[nH]c4c3cc(cc4)Br;CS(C)=O,,,,55.0,0.0
ord-53dc70d43d1d440e8715e0026c309573,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,0.0
ord-0b9504367f504f9085a712bcad707996,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,0.0
ord-40d4afd95b944ea9ba2e25f62ad60971,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,0.0
ord-b74cb53a110243dfb35dddcc2dde7afb,,Nano C-N,,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4c2ncc(c4)Br)Cl)CC1;CS(C)=O,,,,55.0,0.0
ord-d87889006b05489b8469838f852f129e,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-85f650041c7248b6a6f5546623480f7f,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-7722b75477e94b1db57c2d6a447ed0bb,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-6967a4187f6448699240be91d0b67028,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-6b79e03518c4433ea1357e5794fefd73,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-1f21aecdda59457a9c15b03752a7441f,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-a1472bd929bf4df19c14680b5b66c90c,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-3987e709e7f14ab08a57e90040b4dac1,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-bdb2bec4d2334306b11c0cd78feff1cf,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-2ca073f2d3024b02a0142faf119687da,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-0946a58158994a98984ed8552fa9238d,,Nano C-N,,c1cc(ccc1Cn2c3c(cc(cc3Br)F)c4c2[C@H](CC4)CC(=O)O)Cl;CS(C)=O,,,,55.0,0.0
ord-538f1628fe944efc92bc1942184f01f3,,Nano C-N,,COC(=O)[C@@H]1C[C@H](CN1C(=O)OCc2ccccc2)OC(=O)N3Cc4cccc(c4C3)Br;CS(C)=O,,,,55.0,16.03
